"company","title","career","address","deadline","link"
"㈜하이원플러스","디지털도어락 연구소 하드웨어, 회로관리 경력무관(개발X)","경력무관","경기 평택시 안중읍 성해1길 15 (성해리) 하이원플러스","~05/08(수)","https://www.jobkorea.co.kr/Recruit/GI_Read/44408952?Oem_Code=C1&logpath=1&stext=하드웨어&listno=95"
"산일센서㈜","센서 펌웨어/하드웨어 개발자 채용","신입·경력","경기 안산시 단원구 시화벤처로 481 (성곡동, 산일전기(주)) 공장동 2층 산일센서","~05/08(수)","https://www.jobkorea.co.kr/Recruit/GI_Read/44407946?Oem_Code=C1&logpath=1&stext=하드웨어&listno=96"
"㈜대성마리프","의료기기 하드웨어 경력자 모집","경력5년↑","경기 군포시 공단로 298-24 (금정동, (주)대성마리프) 대성마리프 본사 빌딩","~06/07(금)","https://www.jobkorea.co.kr/Recruit/GI_Read/44407632?Oem_Code=C1&logpath=1&stext=하드웨어&listno=97"
"코어인사이트㈜","하드웨어 개발 엔지니어 (경력직) 인재를 모집합니다.","경력5년↑","경기 성남시 중원구 상대원동 513-3 반포테크노피아 503호","~04/26(금)","https://www.jobkorea.co.kr/Recruit/GI_Read/44394833?Oem_Code=C1&logpath=1&stext=하드웨어&listno=98"
"㈜뷰엠테크놀로지","하드웨어(h/w) 개발자 모집","경력3년↑","경기 군포시 흥안대로 25 (금정동) 다송빌딩 4층","~04/12(금)","https://www.jobkorea.co.kr/Recruit/GI_Read/44404124?Oem_Code=C1&logpath=1&stext=하드웨어&listno=99"
"한국요꼬가와일렉트로닉스매뉴팩처링㈜","제품설계개발(Hardware) 신입사원 모집","신입","인천광역시 부평구 부평대로 297번길 82","~04/21(일)","https://www.jobkorea.co.kr/Recruit/GI_Read/44402635?Oem_Code=C1&logpath=1&stext=하드웨어&listno=100"
"㈜엠와이씨","2024년 하드웨어 엔지니어 채용 공고","경력무관","충북 청주시 흥덕구 직지대로436번길 76 (송정동, 직지스마트타워) 634호","~05/05(일)","https://www.jobkorea.co.kr/Recruit/GI_Read/44394188?Oem_Code=C1&logpath=1&stext=하드웨어&listno=101"
"노바테크","로봇 하드웨어 엔지니어 (기계,메카,제어,전기,전자,통신) 신입 및 경력자 모집 (부산 센텀)","신입·경력","부산 해운대구 센텀북대로 60 (재송동, 센텀아이에스타워) 513호","~06/04(화)","https://www.jobkorea.co.kr/Recruit/GI_Read/44393569?Oem_Code=C1&logpath=1&stext=하드웨어&listno=102"
"㈜테라시스","H/W(하드웨어)개발 경력직 채용","경력5년↑","경기 의왕시 이미로 40 (포일동, 인덕원IT밸리) D동 421호","~06/03(월)","https://www.jobkorea.co.kr/Recruit/GI_Read/44391454?Oem_Code=C1&logpath=1&stext=하드웨어&listno=103"
"㈜스타코프","전기차 충전기 하드웨어(H/W) 개발자 모집(경력)","경력5년↑","서울 성동구 아차산로 17 (성수동1가, 서울숲L-Tower) 1405호","~06/03(월)","https://www.jobkorea.co.kr/Recruit/GI_Read/44385689?Oem_Code=C1&logpath=1&stext=하드웨어&listno=104"
"㈜스타코프","전기차 충전기 하드웨어(H/W) 개발자 모집(신입)","신입","서울 성동구 아차산로 17 (성수동1가, 서울숲L-Tower) 1405호","~06/03(월)","https://www.jobkorea.co.kr/Recruit/GI_Read/44385543?Oem_Code=C1&logpath=1&stext=하드웨어&listno=105"
"㈜아이스톰","FPGA 로직 및 하드웨어개발자(경력)모집","경력3년↑","경기 안양시 동안구 엘에스로116번길 118 (호계동, 안양2차SKV1center) 707호, 309호","~04/30(화)","https://www.jobkorea.co.kr/Recruit/GI_Read/44380633?Oem_Code=C1&logpath=1&stext=하드웨어&listno=106"
"㈜캐스트프로","㈜캐스트프로 기업부설연구소 펌웨어/하드웨어 개발자 채용","경력3년↑","경기 성남시 중원구 사기막골로 124 (상대원동, SKn테크노파크) 비즈동 B220호","~06/02(일)","https://www.jobkorea.co.kr/Recruit/GI_Read/44382572?Oem_Code=C1&logpath=1&stext=하드웨어&listno=107"
"에스아이티솔루션","컴퓨터 하드웨어 유지보수 인력 충원","신입·경력","서울 강남구 언주로 605 (논현동) 3층","~05/03(금)","https://www.jobkorea.co.kr/Recruit/GI_Read/44377877?Oem_Code=C1&logpath=1&stext=하드웨어&listno=108"
"낙스넷㈜","SK그룹사 컴퓨터,OS,하드웨어, PC 유지보수  채용(전주)","경력무관","전북 전주시 완산구 기린대로 194 (서노송동, SK) SK텔레콤 빌딩 5층 Helpdesk","~05/03(금)","https://www.jobkorea.co.kr/Recruit/GI_Read/44376832?Oem_Code=C1&logpath=1&stext=하드웨어&listno=109"
"채비㈜","채비(주) R&D 부문 하드웨어 담당자 채용","경력1년↑","서울 서초구 남부순환로 2463 (서초동, 대영채비(주))","~05/02(목)","https://www.jobkorea.co.kr/Recruit/GI_Read/44373380?Oem_Code=C1&logpath=1&stext=하드웨어&listno=110"
